time real imag
0 0.0 0.0
1 0.05526373269800231 0.05526373269800231
2 0.1103585564628886 0.1103585564628886
3 0.16511607861743602 0.16511607861743602
4 0.21936893741831573 0.21936893741831573
5 0.2729513135831308 0.2729513135831308
6 0.3256994371030534 0.3256994371030534
7 0.3774520877920292 0.3774520877920292
8 0.42805108804266473 0.42805108804266473
9 0.47734178628272955 0.47734178628272955
10 0.5251735296546294 0.5251735296546294
11 0.5714001244731464 0.5714001244731464
12 0.6158802830540943 0.6158802830540943
13 0.6584780555481968 0.6584780555481968
14 0.6990632454603236 0.6990632454603236
15 0.7375118075840853 0.7375118075840853
16 0.773706227135534 0.773706227135534
17 0.8075358789271782 0.8075358789271782
18 0.8388973654845288 0.8388973654845288
19 0.86769483307175 0.86769483307175
20 0.8938402646605101 0.8938402646605101
21 0.9172537489465973 0.9172537489465973
22 0.9378637245920737 0.9378637245920737
23 0.955607198946464 0.955607198946464
24 0.970429940578472 0.970429940578472
25 0.9822866450297725 0.9822866450297725
26 0.9911410732842627 0.9911410732842627
27 0.9969661625295554 0.9969661625295554
28 0.9997441088721805 0.9997441088721805
29 0.9994664217536815 0.9994664217536815
30 0.9961339499012912 0.9961339499012912
31 0.9897568787338684 0.9897568787338684
32 0.980354699231025 0.980354699231025
33 0.9679561483605924 0.9679561483605924
34 0.9525991212465059 0.9525991212465059
35 0.9343305553455573 0.9343305553455573
36 0.9132062869870216 0.9132062869870216
37 0.8892908807136304 0.8892908807136304
38 0.8626574319454992 0.8626574319454992
39 0.8333873435701449 0.8333873435701449
40 0.8015700771414356 0.8015700771414356
41 0.7673028794479024 0.7673028794479024
42 0.7306904852861424 0.7306904852861424
43 0.6918447973477543 0.6918447973477543
44 0.6508845441982086 0.6508845441982086
45 0.6079349173930138 0.6079349173930138
46 0.563127188840296 0.563127188840296
47 0.5165983095792929 0.5165983095792929
48 0.4684904912010677 0.4684904912010677
49 0.41895077119078616 0.41895077119078616
50 0.3681305635200591 0.3681305635200591
51 0.3161851958629198 0.3161851958629198
52 0.26327343484990395 0.26327343484990395
53 0.20955700081124806 0.20955700081124806
54 0.15520007349235224 0.15520007349235224
55 0.10036879025225261 0.10036879025225261
56 0.045230738278808066 0.045230738278808066
57 -0.010045557627387977 -0.010045557627387977
58 -0.06529115013483479 -0.06529115013483479
59 -0.12033718575437721 -0.12033718575437721
60 -0.1750154209256391 -0.1750154209256391
61 -0.22915873623926267 -0.22915873623926267
62 -0.2826016472232708 -0.2826016472232708
63 -0.33518081013238576 -0.33518081013238576
64 -0.3867355211943953 -0.3867355211943953
65 -0.43710820778766324 -0.43710820778766324
66 -0.48614491004854565 -0.48614491004854565
67 -0.533695751436714 -0.533695751436714
68 -0.5796153968201474 -0.5796153968201474
69 -0.6237634966796919 -0.6237634966796919
70 -0.6660051160755186 -0.6660051160755186
71 -0.7062111470643722 -0.7062111470643722
72 -0.7442587033070995 -0.7442587033070995
73 -0.7800314956603718 -0.7800314956603718
74 -0.8134201876046313 -0.8134201876046313
75 -0.8443227294219319 -0.8443227294219319
76 -0.8726446701022879 -0.8726446701022879
77 -0.8982994460252104 -0.8982994460252104
78 -0.9212086455341035 -0.9212086455341035
79 -0.9413022485948757 -0.9413022485948757
80 -0.9585188408062587 -0.9585188408062587
81 -0.9728058011077431 -0.9728058011077431
82 -0.9841194626114041 -0.9841194626114041
83 -0.9924252460660601 -0.9924252460660601
84 -0.9976977655458328 -0.9976977655458328
85 -0.9999209060400872 -0.9999209060400872
86 -0.9990878727076007 -0.9990878727076007
87 -0.9952012116444217 -0.9952012116444217
88 -0.988272802101942 -0.988272802101942
89 -0.9783238201789675 -0.9783238201789675
90 -0.9653846740987608 -0.9653846740987608
91 -0.949494911268874 -0.949494911268874
92 -0.9307030974078357 -0.9307030974078357
93 -0.9090666681081332 -0.9090666681081332
94 -0.884651753289174 -0.884651753289174
95 -0.8575329750767688 -0.8575329750767688
96 -0.8277932197269066 -0.8277932197269066
97 -0.795523384290908 -0.795523384290908
98 -0.7608220987962656 -0.7608220987962656
99 -0.723795424792291 -0.723795424792291
100 -0.6845565311819419 -0.6845565311819419
101 -0.6432253483306294 -0.6432253483306294
102 -0.5999282015091764 -0.5999282015091764
103 -0.5547974247912985 -0.5547974247912985
104 -0.5079709565856748 -0.5079709565856748
105 -0.4595919180388539 -0.4595919180388539
106 -0.40980817559754756 -0.40980817559754756
107 -0.3587718890673227 -0.3587718890673227
108 -0.3066390465490054 -0.3066390465490054
109 -0.25356898767421454 -0.25356898767421454
110 -0.1997239165972373 -0.1997239165972373
111 -0.14526840623171902 -0.14526840623171902
112 -0.09036889524745764 -0.09036889524745764
113 -0.03519317936465119 -0.03519317936465119
114 0.020090101499552284 0.020090101499552284
115 0.07531197866471277 0.07531197866471277
116 0.13030367112561922 0.13030367112561922
117 0.18489710141717036 0.18489710141717036
118 0.23892540932896408 0.23892540932896408
119 0.29222346189943577 0.29222346189943577
120 0.34462835813081905 0.34462835813081905
121 0.3959799268822896 0.3959799268822896
122 0.4461212164195313 0.4461212164195313
123 0.4948989741244665 0.4948989741244665
124 0.5421641148989379 0.5421641148989379
