time real imag
0 0.0 0.0
1 0.11055481920136881 0.05526373269800231
2 0.21975424244305955 0.1103585564628886
3 0.32625949084478323 0.16511607861743602
4 0.4287648159605561 0.21936893741831573
5 0.5260135081823207 0.2729513135831308
6 0.6168133039301308 0.3256994371030534
7 0.7000510027376002 0.3774520877920292
8 0.7747061150279606 0.42805108804266473
9 0.8398633732597455 0.47734178628272955
10 0.8947239530561525 0.5251735296546294
11 0.9386152667476544 0.5714001244731464
12 0.9709992092595725 0.6158802830540943
13 0.9914787552504867 0.6584780555481968
14 0.9998028266209285 0.6990632454603236
15 0.9958693707169742 0.7375118075840853
16 0.9797266114901286 0.773706227135534
17 0.951572458274351 0.8075358789271782
18 0.9117520794285828 0.8388973654845288
19 0.860753670591787 0.86769483307175
20 0.7992024694314545 0.8938402646605101
21 0.7278530902644348 0.9172537489465973
22 0.6475802725272095 0.9378637245920737
23 0.559368156518854 0.955607198946464
24 0.4642982178954813 0.970429940578472
25 0.3635360088386054 0.9822866450297725
26 0.25831686844995416 0.9911410732842627
27 0.14993077756251028 0.9969661625295554
28 0.03970654364694999 0.9997441088721805
29 -0.07100449029434079 0.9994664217536815
30 -0.180845013117625 0.9961339499012912
31 -0.2884683860972552 0.9897568787338684
32 -0.39255515264185614 0.980354699231025
33 -0.4918292147590503 0.9679561483605924
34 -0.5850734779461604 0.9525991212465059
35 -0.6711447727013956 0.9343305553455573
36 -0.7489878697186237 0.9132062869870216
37 -0.8176484169402124 0.8892908807136304
38 -0.8762846398603936 0.8626574319454992
39 -0.9241776616340802 0.8333873435701449
40 -0.9607403164671635 0.8015700771414356
41 -0.9855243482366284 0.7673028794479024
42 -0.9982259060857909 0.7306904852861424
43 -0.998689269618971 0.6918447973477543
44 -0.9869087580249181 0.6508845441982086
45 -0.9630287997232421 0.6079349173930138
46 -0.9273421616799895 0.563127188840296
47 -0.8802863601008553 0.5165983095792929
48 -0.8224382965067365 0.4684904912010677
49 -0.7545071849530409 0.41895077119078616
50 -0.6773258571046518 0.3681305635200591
51 -0.591840551765847 0.3161851958629198
52 -0.4990993140449727 0.26327343484990395
53 -0.40023914637946706 0.20955700081124806
54 -0.2964720689489541 0.15520007349235224
55 -0.18907026037498115 0.10036879025225261
56 -0.07935046088158243 0.045230738278808066
57 0.03134217086693119 -0.010045557627387977
58 0.14165054933668722 -0.06529115013483479
59 0.2502222999177266 -0.12033718575437721
60 0.35572633896181177 -0.1750154209256391
61 0.45686919279422733 -0.22915873623926267
62 0.5524108556293805 -0.2826016472232708
63 0.641179991973051 -0.33518081013238576
64 0.7220882971306674 -0.3867355211943953
65 0.7941438397625811 -0.43710820778766324
66 0.856463222907346 -0.48614491004854565
67 0.9082824143795338 -0.533695751436714
68 0.9489661137620073 -0.5796153968201474
69 0.9780155411538437 -0.6237634966796919
70 0.9950745521842933 -0.6660051160755186
71 0.9999340043230366 -0.7062111470643722
72 0.992534320956022 -0.7442587033070995
73 0.9729662217914542 -0.7800314956603718
74 0.9414696106411955 -0.8134201876046313
75 0.8984306342133236 -0.8443227294219319
76 0.8443769479748762 -0.8726446701022879
77 0.7799712471250533 -0.8982994460252104
78 0.7060031419887862 -0.9212086455341035
79 0.6233794774378835 -0.9413022485948757
80 0.5331132150231427 -0.9585188408062587
81 0.4363110141218365 -0.9728058011077431
