time real imag
0 0.0 0.0
1 0.1103585564628886 0.1103585564628886
2 0.21936893741831573 0.21936893741831573
3 0.3256994371030534 0.3256994371030534
4 0.42805108804266473 0.42805108804266473
5 0.5251735296546294 0.5251735296546294
6 0.6158802830540943 0.6158802830540943
7 0.6990632454603236 0.6990632454603236
8 0.773706227135534 0.773706227135534
9 0.8388973654845288 0.8388973654845288
10 0.8938402646605101 0.8938402646605101
11 0.9378637245920737 0.9378637245920737
12 0.970429940578472 0.970429940578472
13 0.9911410732842627 0.9911410732842627
14 0.9997441088721805 0.9997441088721805
15 0.9961339499012912 0.9961339499012912
16 0.980354699231025 0.980354699231025
17 0.9525991212465059 0.9525991212465059
18 0.9132062869870216 0.9132062869870216
19 0.8626574319454992 0.8626574319454992
20 0.8015700771414356 0.8015700771414356
21 0.7306904852861424 0.7306904852861424
22 0.6508845441982086 0.6508845441982086
23 0.563127188840296 0.563127188840296
24 0.4684904912010677 0.4684904912010677
25 0.3681305635200591 0.3681305635200591
26 0.26327343484990395 0.26327343484990395
27 0.15520007349235224 0.15520007349235224
28 0.045230738278808066 0.045230738278808066
29 -0.06529115013483479 -0.06529115013483479
30 -0.1750154209256391 -0.1750154209256391
31 -0.2826016472232708 -0.2826016472232708
32 -0.3867355211943953 -0.3867355211943953
33 -0.48614491004854565 -0.48614491004854565
34 -0.5796153968201474 -0.5796153968201474
35 -0.6660051160755186 -0.6660051160755186
36 -0.7442587033070995 -0.7442587033070995
37 -0.8134201876046313 -0.8134201876046313
38 -0.8726446701022879 -0.8726446701022879
39 -0.9212086455341035 -0.9212086455341035
40 -0.9585188408062587 -0.9585188408062587
41 -0.9841194626114041 -0.9841194626114041
42 -0.9976977655458328 -0.9976977655458328
43 -0.9990878727076007 -0.9990878727076007
44 -0.988272802101942 -0.988272802101942
45 -0.9653846740987608 -0.9653846740987608
46 -0.9307030974078357 -0.9307030974078357
47 -0.884651753289174 -0.884651753289174
48 -0.8277932197269066 -0.8277932197269066
49 -0.7608220987962656 -0.7608220987962656
50 -0.6845565311819419 -0.6845565311819419
51 -0.5999282015091764 -0.5999282015091764
52 -0.5079709565856748 -0.5079709565856748
53 -0.40980817559754756 -0.40980817559754756
54 -0.3066390465490054 -0.3066390465490054
55 -0.1997239165972373 -0.1997239165972373
56 -0.09036889524745764 -0.09036889524745764
57 0.020090101499552284 0.020090101499552284
58 0.13030367112561922 0.13030367112561922
59 0.23892540932896408 0.23892540932896408
60 0.34462835813081905 0.34462835813081905
61 0.4461212164195313 0.4461212164195313
62 0.5421641148989379 0.5421641148989379
63 0.631583762729202 0.631583762729202
64 0.7132877808238766 0.7132877808238766
65 0.7862780467030467 0.7862780467030467
66 0.8496628878775528 0.8496628878775528
67 0.9026679748059921 0.9026679748059921
68 0.9446457803526518 0.9446457803526518
69 0.9750834901866011 0.9750834901866011
70 0.9936092674859702 0.9936092674859702
71 0.9999967954157786 0.9999967954157786
72 0.99416804188695 0.99416804188695
73 0.9761942128213313 0.9761942128213313
74 0.9462948822773207 0.9462948822773207
75 0.9048353100627754 0.9048353100627754
76 0.8523219796040913 0.8523219796040913
77 0.7893964105822848 0.7893964105822848
78 0.7168273219228978 0.7168273219228978
79 0.6355012408791391 0.6355012408791391
80 0.5464116729307416 0.5464116729307416
81 0.4506469648024871 0.4506469648024871
82 0.34937700887169487 0.34937700887169487
83 0.2438389513878601 0.2438389513878601
84 0.13532207909742777 0.13532207909742777
85 0.025152068903555463 0.025152068903555463
86 -0.08532520702796863 -0.08532520702796863
87 -0.19476012287459368 -0.19476012287459368
88 -0.3018157866187485 -0.3018157866187485
89 -0.4051843719493573 -0.4051843719493573
90 -0.5036030950873414 -0.5036030950873414
91 -0.5958696413571275 -0.5958696413571275
92 -0.6808568530481974 -0.6808568530481974
93 -0.7575264991350507 -0.7575264991350507
94 -0.8249419586402729 -0.8249419586402729
95 -0.8822796626966913 -0.8822796626966913
96 -0.9288391555286896 -0.9288391555286896
97 -0.9640516514445402 -0.9640516514445402
98 -0.9874869833047665 -0.9874869833047665
99 -0.9988588575818356 -0.9988588575818356
100 -0.9980283518136781 -0.9980283518136781
101 -0.9850056117250238 -0.9850056117250238
102 -0.9599497272839751 -0.9599497272839751
103 -0.9231667892079533 -0.9231667892079533
104 -0.8751061496613561 -0.8751061496613561
105 -0.8163549328254577 -0.8163549328254577
106 -0.7476308624011678 -0.7476308624011678
107 -0.6697734936661972 -0.6697734936661972
108 -0.5837339571986214 -0.5837339571986214
109 -0.490563339560792 -0.490563339560792
110 -0.39139984288891505 -0.39139984288891505
111 -0.28745488025082716 -0.28745488025082716
112 -0.17999827663559054 -0.17999827663559054
113 -0.07034275636429217 -0.07034275636429217
114 0.04017209357112827 0.04017209357112827
115 0.1501961883320313 0.1501961883320313
116 0.2583854383023429 0.2583854383023429
117 0.363418168918206 0.363418168918206
118 0.4640112666682062 0.4640112666682062
119 0.5589358540193884 0.5589358540193884
120 0.647032301779198 0.647032301779198
121 0.7272243954974765 0.7272243954974765
122 0.798532482847223 0.798532482847223
123 0.860085441371513 0.860085441371513
124 0.9111313203947107 0.9111313203947107
125 0.9510465270930115 0.9510465270930115
126 0.9793434445042971 0.9793434445042971
127 0.9956763884132878 0.9956763884132878
128 0.9998458303407357 0.9998458303407357
129 0.9918008350473042 0.9918008350473042
130 0.9716396827747783 0.9716396827747783
131 0.9396086686231234 0.9396086686231234
132 0.8960990937305784 0.8960990937305784
133 0.8416424850135001 0.8416424850135001
134 0.7769041018631375 0.7769041018631375
135 0.7026748091236273 0.7026748091236273
136 0.6198614156334941 0.6198614156334941
137 0.5294755963581582 0.5294755963581582
