time x1 x2 x3
0 0.0 0.0 0.0
1 0.06905986447962655 0.0693061118953843 0.13778997052659872
2 0.13778997052659872 0.13827892244759288 0.2729513135831308
3 0.20586213429322156 0.20658673319928975 0.40290554818225244
4 0.2729513135831308 0.27390104375634955 0.5251735296546294
5 0.3387371599163894 0.33989813158536153 0.6374227444393719
6 0.40290554818225244 0.40426060883383313 0.7375118075840853
7 0.465150076575562 0.466678948686158 0.8235313140730781
8 0.5251735296546294 0.5268529739149225 0.8938402646605101
9 0.5826892975345525 0.584493300468929 0.9470973713106892
10 0.6374227444393719 0.6393227291555503 0.9822866450297724
11 0.6891125200782772 0.6910775787246479 0.9987367779482819
12 0.7375118075840853 0.7395089539430963 0.9961339499012912
13 0.7823895020551319 0.7843839425615902 0.9745278151943936
14 0.8235313140730781 0.8254867354173803 0.9343305553455574
15 0.8607407929273727 0.86261966428623 0.8763090158737726
16 0.8938402646605101 0.8956041524924385 0.8015700771414356
17 0.9226716804549515 0.9242815737053338 0.7115395383317864
18 0.9470973713106892 0.9485140147921827 0.6079349173930141
19 0.9670007054098967 0.9681849390588638 0.49273268584612107
20 0.9822866450297724 0.9831997466887047 0.3681305635200599
21 0.9928822003443344 0.9934862296842619 0.23650559251973188
22 0.9987367779482819 0.9989949191241777 0.10036879025225305
23 0.9998224224387325 0.9996993230651118 -0.037682753401599905
24 0.9961339499012912 0.9955960539446511 -0.1750154209256391
25 0.9876889726630602 0.9867048448725008 -0.3090093088464008
26 0.9745278151943936 0.97306845473161 -0.4371082077876624
27 0.9567133215609652 0.9547524625456136 -0.556868367428879
28 0.9343305553455574 0.9318449521015001 -0.6660051160755183
29 0.9074863934724339 0.904456088344193 -0.762436445476981
30 0.8763090158737726 0.8727175875802161 -0.8443227294219314
31 0.8409472934349809 0.8367820840382936 -0.9101018183970446
32 0.8015700771414356 0.7968223958331722 -0.9585188408062587
33 0.7583653918209454 0.7530306938627345 -0.9886501422309153
34 0.7115395383317864 0.7056175776352708 -0.9999209060400872
35 0.6613161084833352 0.6548110624713722 -0.992116119201663
36 0.6079349173930141 0.6008554829511081 -0.965384674098761
37 0.5516508583775102 0.5440103178799425 -0.9202365281008728
38 0.49273268584612107 0.4845489424242647 -0.8575329750767693
39 0.4314617320078681 0.42275731341767175 -0.7784702144400937
40 0.3681305635200599 0.35893259416050816 -0.6845565311819433
41 0.3030415844927536 0.29338172532617807 -0.5775835222283047
42 0.23650559251973188 0.22641994884690664 -0.45959191803885474
43 0.16884029463087918 0.1583692918777525 -0.3328326514704913
44 0.10036879025225305 0.08955701812968733 -0.19972391659723818
45 0.03141802841764403 0.0203140540194428 -0.06280503667793777
46 -0.037682753401599905 -0.04902660279502159 0.07531197866471277
47 -0.10660360139396037 -0.11813148483990073 0.21199226290722012
48 -0.1750154209256391 -0.1866682585103287 0.34462835813081905
49 -0.24259154795589627 -0.25430732230224395 0.4706899576513953
50 -0.3090093088464008 -0.3207233919052676 0.5877721768307296
51 -0.3739515611165419 -0.3855970645336736 0.693641431203892
52 -0.4371082077876624 -0.4486163549724161 0.7862780467030456
53 -0.49817767808526264 -0.5094781959511658 0.863914789099861
54 -0.556868367428879 -0.5678898956308964 0.92507057763809
55 -0.61290002983374 -0.6235705451937869 0.9685787396993221
56 -0.6660051160755183 -0.6762523697671633 0.9936092674859701
57 -0.7159300512285026 -0.7256820161847466 0.9996846521294371
58 -0.762436445476981 -0.7716217713921876 0.9866889931552251
59 -0.8053022324182543 -0.8138507056374477 0.9548702095231885
60 -0.8443227294219314 -0.8521657349482783 0.9048353100627762
61 -0.879311614982311 -0.8863825977872211 0.8375388135294611
62 -0.9101018183970446 -0.9163367411872779 0.7542645391936205
63 -0.936546317523884 -0.9418841121067203 0.6566011153438912
64 -0.9585188408062587 -0.9629018501973167 0.5464116729307416
65 -0.9759144702155329 -0.9792888786543729 0.4257983025064195
66 -0.9886501422309153 -0.9909663903071215 0.2970619525183575
67 -0.9966650444648605 -0.9978782266117868 0.16265853397866162
68 -0.9999209060400872 -0.9999911477247075 0.02515206890355724
69 -0.9984021803316769 -0.9972949923567032 -0.11283422368726881
70 -0.992116119201663 -0.9898027266399225 -0.24866797107604224
71 -0.9810927383716431 -0.9775503817721709 -0.3797578647779464
72 -0.965384674098761 -0.9605968807385908 -0.5036030950873399
73 -0.9450669318394234 -0.9390237549440107 -0.6178410591733777
74 -0.9202365281008728 -0.9129347521187126 -0.7202924325948628
75 -0.8910120271907687 -0.8824553373832461 -0.8090027444023253
76 -0.8575329750767693 -0.8477320898717265 -0.8822796626966906
77 -0.8199592330594299 -0.8089319978153294 -0.9387252793456434
78 -0.7784702144400937 -0.7662416554760044 -0.9772627779602899
79 -0.7332640278286655 -0.7198663657924562 -0.9971569763855066
80 -0.6845565311819433 -0.6700291530538705 -0.9980283518136783
81 -0.6325803010894356 -0.6169696903495553 -0.9798602809638906
82 -0.5775835222283047 -0.5609431469525207 -0.9429993572052499
83 -0.519828802290224 -0.5022189611800689 -0.8881487785745494
84 -0.45959191803885474 -0.44107954463284305 -0.8163549328254587
85 -0.39716049848546764 -0.3778189240438232 -0.7289874354270619
86 -0.3328326514704913 -0.3127413272687632 -0.6277130013280211
87 -0.2669155402090222 -0.24615972021820773 -0.5144636489362856
88 -0.19972391659723818 -0.17839430176717708 -0.39139984288891666
89 -0.13157861828312123 -0.10977096388064693 -0.2608692787395915
90 -0.06280503667793777 -0.04061972436029841 -0.12536209583078273
91 0.006268436776350419 0.028726860250380522 0.012536627242716836
92 0.07531197866471277 0.0979352939701097 0.1501961883320313
93 0.14399590849429267 0.1666727452016863 0.2849904477956851
94 0.21199226290722012 0.23460864735877007 0.41434792752189775
95 0.2789763616941346 0.3014162885999437 0.5358008671695622
96 0.34462835813081905 0.36677438302485527 0.647032301779198
97 0.4086347662350938 0.43036861577636787 0.7459202626513972
98 0.4706899576513953 0.4918931546181201 0.8305782582700191
99 0.5304976210154659 0.5510521207181699 0.8993912630131472
100 0.5877721768307296 0.6075610115655151 0.9510465270930104
101 0.6422401411003824 0.6611480691765405 0.9845586199618341
102 0.693641431203892 0.7115555870115179 0.9992882294290594
103 0.7417306077823981 0.7585411493160361 0.9949543578580592
104 0.7862780467030456 0.8018787969272189 0.9716396827747791
105 0.8270710355061753 0.8413601139382463 0.9297889796236529
106 0.863914789099861 0.8767952299952605 0.8702006367599752
107 0.8966333798518997 0.9080137334065002 0.7940114245477186
108 0.92507057763809 0.9348654906724191 0.7026748091236287
109 0.9490905958355975 0.9572213684955544 0.5979332245372175
110 0.9685787396993221 0.9749738547979294 0.48178483223267393
111 0.9834419540252857 0.9880375757594373 0.3564454020040473
112 0.9936092674859701 0.9963497063907041 0.22430604162298848
113 0.9990321315159194 0.9998702726659441 0.08788758153344614
114 0.9996846521294371 0.998582343762807 -0.050207515180762156
115 0.9955637135634616 0.9924921134847191 -0.18734480013912527
116 0.9866889931552251 0.9816288704741453 -0.3209080971930164
117 0.9731028673836586 0.9660448573600209 -0.4483494113738055
118 0.9548702095231885 0.9458150195167278 -0.5672375371445759
119 0.9320780798761263 0.9210366446428695 -0.6753044386528493
120 0.9048353100627762 0.8918288948931425 -0.7704885171855698
121 0.8732719833542606 0.8583322338133524 -0.8509739404104721
122 0.8375388135294611 0.8207077508344939 -0.9152252831175763
123 0.7978064252220052 0.7791363865745045 -0.9620168186173196
124 0.7542645391936205 0.7338180626732893 -0.9904559020015768
125 0.7071210664241462 0.6849707203457501 -0.9999999991837114
126 0.6566011153438912 0.6328292722765443 -0.9904670368536408
127 0.6029459169487681 0.5776444728970074 -0.9620388759012118
128 0.5464116729307416 0.519681712477249 -0.9152578420451791
129 0.48726833232372796 0.45921974083274514 -0.8510163798531852
130 0.4257983025064195 0.39654932678328425 -0.7705400275236184
131 0.3622951007169488 0.3319718598111073 -0.6753640372204508
132 0.2970619525183575 0.26579790064299363 -0.5673040869763061
133 0.23041034390716866 0.19834568772676614 -0.4484216428945629
134 0.16265853397866162 0.12993960678469482 -0.32098463243777287
135 0.09413003525085399 0.06090863080395162 -0.18742417904046887
136 0.02515206890355724 -0.008415262033655101 -0.05028822342266855
137 -0.043945997691289526 -0.07769868487428516 0.0878070836269157
138 -0.11283422368726881 -0.14660844548912483 0.2242272897151887
139 -0.1811836702194705 -0.2148131486354967 0.35636989844981287
140 -0.24866797107604224 -0.2819847897760211 0.48171401741780184
141 -0.3149648910854134 -0.3478003324915001 0.5978684494001466
142 -0.3797578647779464 -0.4119432620015037 0.7026173093835045
143 -0.4427375079749599 -0.474105107321636 0.7939622971305066
144 -0.5036030950873399 -0.5339869247372282 0.8701608188723388
145 -0.5620639950696867 -0.5913007354592413 0.9297592308738024
146 -0.6178410591733777 -0.6457709105485596 0.9716205706813875
147 -0.6706679538720501 -0.6971354964483627 0.9949462470236706
148 -0.7202924325948628 -0.7451474747499711 0.999291274584544
149 -0.7664775401950249 -0.7895759501337856 0.9845727630145791
150 -0.8090027444023253 -0.8302072607723586 0.9510714982351576
151 -0.8476649888569924 -0.8668460058555696 0.8994265858687307
152 -0.8822796626966906 -0.8993159852963755 0.8306232589828203
153 -0.9126814820669231 -0.9274610470980101 0.745974082740138
154 -0.9387252793456434 -0.951145838307529 0.6470939145148429
155 -0.9602866963135629 -0.9702564559442689 0.5358690971622854
156 -0.9772627779602899 -0.9847009947728478 0.4144214731440665
157 -0.989572464090896 -0.9944099892863787 0.28506790601308907
158 -0.9971569763855066 -0.9993367477743658 0.15027608146964094
159 -0.9999800990637175 -0.9994575768686967 0.012617431174398923
160 -0.9980283518136783 -0.994771895487872 -0.12528192260644827
161 -0.9913110541601076 -0.9853022376314944 -0.26079126569198124
162 -0.9798602809638906 -0.9710941440115826 -0.3913254782775803
163 -0.9637307092657412 -0.9522159430418642 -0.514394351419342
164 -0.9429993572052499 -0.9287584222383012 -0.6276500928983242
165 -0.9177652162619651 -0.9008343916111161 -0.72893211619247
166 -0.8881487785745494 -0.8685781411480246 -0.8163082581143012
167 -0.8542914615950365 -0.8321447949976897 -0.8881116388030718
168 -0.8163549328254587 -0.7917095654592347 -0.942972460891084
169 -0.7745203378611868 -0.7474669103654259 -0.9798441412096222
170 -0.7289874354270619 -0.6996295979118122 -0.9980232765183602
171 -0.6799736435364847 -0.6484276834291384 -0.9971630623708498
172 -0.6277130013280211 -0.5941074030198722 -0.9772799091235898
173 -0.5724550515367173 -0.5369299893794683 -0.9387531288746779
174 -0.5144636489362856 -0.47717041549724293 -0.8823176993043363
175 -0.4540157004418069 -0.4151160722785264 -0.8090502424619541
176 -0.39139984288891666 -0.35106538644759017 -0.7203484859831648
177 -0.3269150648030242 -0.28532638537798727 -0.6179045985565281
178 -0.2608692787395915 -0.21821521575226363 -0.503672908320741
179 -0.19357785101246536 -0.15005462317490315 -0.37983262003039026
180 -0.12536209583078273 -0.08117240005030589 -0.248746242237128
181 -0.056547741034882464 -0.011899809190083767 -0.11291451757339707
182 0.012536627242716836 0.05743000926923457 0.025071284063631828
183 0.08156113356458601 0.1264836399767887 0.1625787993221445
184 0.1501961883320313 0.19492899580149187 0.2969847891480305
185 0.21811406156388463 0.2624369148785841 0.4257251824724886
186 0.2849904477956851 0.3286827435882393 0.5463439911484518
187 0.35050601462688885 0.3933478978534529 0.6565401629826351
188 0.41434792752189775 0.4561213952488091 0.7542114790452189
189 0.4762113435840101 0.5167013505519906 0.8374946578255238
190 0.5358008671695622 0.5747964275457433 0.9048009011642956
191 0.5928319603917762 0.6301272400884347 0.9548462038507691
192 0.647032301779198 0.6824276957152742 0.9866758486665091
193 0.6981430866011794 0.731446275308647 0.9996826195826177
194 0.7459202626513972 0.776947242683501 0.9936183856560641
195 0.7901356955885843 0.8187117782707212 0.9685988346384562
196 0.8305782582700191 0.8565390314464975 0.9251012659939142
197 0.8670548388762253 0.8902470864468729 0.8639554854287838
198 0.8993912630131472 0.9196738372223217 0.7863279746387785
199 0.9274331253887766 0.9446777670250334 0.6936996382682324
200 0.9510465270930104 0.9651386289798046 0.5878375526040456
201 0.9701187149602537 0.9809580243655764 0.47076125495616816
202 0.9845586199618341 0.9920598758265998 0.34470421682412067
203 0.9942972920574228 0.9983907932374942 0.21207123582824347
204 0.9992882294290594 0.9999203304627186 0.07539255924234504
205 0.9995076005257044 0.9966411317756617 -0.06272438568417457
206 0.9949543578580592 0.9885689672332066 -0.19964473377115388
207 0.9856502430002912 0.9757426568356501 -0.3327564473875736
208 0.9716396827747791 0.9582238838366987 -0.4595201464489288
209 0.9529895771155924 0.9360968981013595 -0.5775175523222675
210 0.9297889796236529 0.9094681109383091 -0.6844976214716149
211 0.9021486723389083 0.8784655833552389 -0.778419488749526
212 0.8702006367599752 0.8432384101982271 -0.8574914011029803
213 0.8340974236371091 0.8039560031368712 -0.9202048989530355
214 0.7940114245477186 0.7608072759434031 -0.9653635931680102
215 0.7501340487326202 0.7139997359838589 -0.9921059886501709
216 0.7026748091236287 0.6637584862904652 -0.9999219191289876
217 0.6518603219266452 0.6103251430143452 -0.988662279633451
218 0.5979332245372175 0.5539566734646916 -0.9585418709764788
219 0.5411510169554794 0.49492416032238007 -0.910135301987021
220 0.48178483223267393 0.43351149797108607 -0.8443660276632249
221 0.42011814182033647 0.3700140272153892 -0.7624887323664643
222 0.3564454020040473 0.30473711495169215 -0.6660653941330891
223 0.2910706478849894 0.23799468562245887 -0.5569354867264472
224 0.22430604162298848 0.1701077115161846 -0.4371808878863904
225 0.15647038187314993 0.10140266917346853 -0.30908616322371835
226 0.08788758153344614 0.03220996932245058 -0.17509498342601498
227 0.018885121071982317 -0.03713763210572047 -0.037763506206478295
228 -0.050207515180762156 -0.10630663423976452 0.10028838766893697
229 -0.11906041230806479 -0.17496439511367143 0.23642707400284707
230 -0.18734480013912527 -0.24278073138151388 0.3680554269720266
231 -0.2547346231151109 -0.30942950620847576 0.4926623646513423
232 -0.3209080971930164 -0.3745901977016995 0.6078707530731052
233 -0.38554924635320065 -0.4379494403382496 0.7114827549532952
234 -0.4483494113738055 -0.4992025319772064 0.8015217579642545
235 -0.5090087236677223 -0.55805489920854 0.8762700826857251
236 -0.5672375371445759 -0.614223513991712 0.9343017508773861
237 -0.6227578112606768 -0.6674382547712067 0.9745096889506549
238 -0.6753044386528493 -0.7174432055232665 0.9961268476774144
239 -0.7246265110168228 -0.763997886486509 0.9987408352338151
240 -0.7704885171855698 -0.806878410657723 0.9823017844236382
241 -0.8126714676868951 -0.845878560491135 0.9471233039977682
242 -0.8509739404104721 -0.8808107796231277 0.8938764959213896
243 -0.8852130423913764 -0.9115070748531252 0.8235771527218383
244 -0.9152252831175763 -0.9378198240428945 0.7375663791540908
245 -0.9408673551913945 -0.9596224860489792 0.6374850078655383
246 -0.9620168186173196 -0.976810209274131 0.5252422971338635
247 -0.9785726854486844 -0.989300335911116 0.402979507833259
248 -0.9904559020015768 -0.997032799453956 0.27302905447325126
249 -0.9976097263334113 -0.999970413564904 0.1378700095882377
250 -0.9999999991837114 -0.9980990509079697 8.081032322103954e-05
251 -0.9976153070833857 -0.9914277110889609 -0.1377099305651492
252 -0.9904670368536408 -0.9799884773753075 -0.27287357091055503
253 -0.9785893212343091 -0.9638363624038087 -0.4028315859001432
254 -0.9620388759012118 -0.9430490436183119 -0.5251047587458517
255 -0.9408947286507978 -0.9177264897096425 -0.6373604768506403
256 -0.9152578420451791 -0.88799047985426 -0.737457231197902
257 -0.8852506313194431 -0.8539840180637103 -0.8234854700464065
258 -0.8510163798531852 -0.8158706454612993 -0.8938040275625797
259 -0.8127185549974048 -0.7738336537933649 -0.9470714324387711
260 -0.7705400275236184 -0.7280752039574543 -0.9822714992212728
261 -0.7246821984223515 -0.6788153537864876 -0.9987327141406895
262 -0.6753640372204508 -0.6262909997644486 -0.9961410456201064
263 -0.6228210364092742 -0.5707547377629888 -0.9745459350741653
264 -0.5673040869763061 -0.512473648277805 -0.9343593537122622
265 -0.5090782804094651 -0.4517280120067507 -0.876347943339252
266 -0.4484216428945629 -0.38880996194657486 -0.8016183910841168
267 -0.385623807749986 -0.324022078490569 -0.7115963170637044
268 -0.32098463243777287 -0.2576759342834438 -0.6079990777429197
269 -0.25481276675473213 -0.19009059583136367 -0.4928030038232051
270 -0.18742417904046887 -0.12159108907315981 -0.36820569766408134
271 -0.11914064743966404 -0.05250683629187136 -0.23658410949216654
272 -0.05028822342266855 0.016829928116218536 -0.10044919218013
273 0.018804325098795448 0.08608575539635133 0.03760200035064418
274 0.0878070836269157 0.15492758603005607 0.17493585728235855
275 0.156390566407962 0.22302435145801136 0.3089324524511615
276 0.2242272897151887 0.29004856622818265 0.43703552483448466
277 0.29099333557218104 0.3556779029123385 0.5568012444947932
278 0.35636989844981287 0.4195967422170167 0.6659448336687279
279 0.420044807551503 0.48149769083430555 0.7623841536085537
280 0.48171401741780184 0.5410830597328281 0.8442794256669502
281 0.5410830597328281 0.5980662957797721 0.9100683288638213
282 0.5978684494001466 0.6521733598089782 0.9584958043766151
283 0.6517990381741612 0.7031440445079477 0.988637998372189
284 0.7026173093835045 0.7507332257857747 0.999919886421395
285 0.7500806075640976 0.7947120416040749 0.9921262432743312
286 0.7939622971305066 0.8348689926017894 0.9654057487252518
287 0.8340528445529021 0.8710109592207839 0.9202681512392838
288 0.8701608188723388 0.9029641304407896 0.8575745434506036
289 0.9021138057768587 0.9305748396573046 0.778520935047013
290 0.9297592308738024 0.9537103036825805 0.6846154364219103
