freq real imag
0.0 5.26380288265164 3.185440084318121
0.336168084042021 5.375802908340962 2.9929176718497934
0.672336168084042 5.4657313704925015 2.791833914225433
1.008504252126063 5.532982232962189 2.5847937978836666
1.344672336168084 5.577227751924722 2.3744377104941257
1.680840420210105 5.598419699819683 2.1634135540151957
2.017008504252126 5.596787898171784 1.954348941508246
2.3531765882941467 5.572836085726486 1.7498237314670952
2.689344672336168 5.527335171910909 1.55234314921651
3.025512756378189 5.461313948645929 1.364311738562808
3.36168084042021 5.376047355800211 1.1880083784091529
3.6978489244622312 5.2730424169014904 1.0255625885624948
4.034017008504252 5.1540219819234805 0.8789323365596058
4.370185092546272 5.020906432878534 0.7498835431435584
4.706353176588293 4.875793525408469 0.6399714681619373
5.0425212606303145 4.720936555434486 0.5505241412802044
5.378689344672336 4.558721054071498 0.4826279831660879
5.714857428714356 4.39164022631872 0.4371157428740404
6.051025512756378 4.222269359408531 0.4145568562205071
6.387193596798398 4.053239435049753 0.4152503081788552
6.72336168084042 3.887210186076377 0.43922005992925217
7.05952976488244 3.7268428421646136 0.4862130783716716
7.3956978489244625 3.574772811284318 0.5556999828490953
7.731865932966483 3.4335825433984475 0.6468783007341141
8.068034017008504 3.305774820628276 0.7586783006055786
8.404202101050524 3.19374671369294 0.8897713491805374
8.740370185092544 3.0997644379581715 1.0385807161636313
9.076538269134566 3.0259393339567966 1.2032947299191763
9.412706353176587 2.9742051868559285 1.3818821665401977
9.748874437218609 2.9462970871418035 1.5721097356548326
10.085042521260629 2.943732020887406 1.7715615083345653
10.421210605302651 2.9677913624886454 1.9776601158991047
10.757378689344671 3.0195054258431986 2.187689533385838
11.093546773386691 3.0996402117551614 2.3988192480889214
11.429714857428712 3.2086864700411777 2.6081296019813593
11.765882941470736 3.346851174561756 2.8126380871033225
12.102051025512756 3.5140514883835414 3.009326365206075
12.438219109554776 3.709911274679378 3.195167777140106
12.774387193596796 3.9337601869806877 3.367155103708123
13.11055527763882 4.184635350202679 3.5223283379902512
13.44672336168084 4.461285621657377 3.6578022294942922
13.78289144572286 4.762178399243679 3.7707933628743486
14.11905952976488 5.085508922344171 3.8586465383655026
14.455227613806901 5.429211989849638 3.9188602274520568
14.791395697848925 5.790975999350002 3.9491108855572605
15.127563781890945 6.168259192046873 3.947275913632657
15.463731865932965 6.558307969516868 3.9114550723389927
15.799899949974986 6.958177131239813 3.8399901659382425
16.136068034017008 7.364751865940345 3.731482827933926
16.47223611805903 7.774771315402711 3.5848102567697744
16.80840420210105 8.184853516621498 3.399138767378402
17.14457228614307 8.591521517043974 3.173935042906982
17.48074037018509 8.991230448327924 2.9089749903721556
17.816908454227114 9.380395336550327 2.6043501241420874
18.153076538269133 9.755419421209726 2.2604714218343376
18.489244622311155 10.112722751704167 1.878070618275808
18.825412706353173 10.448770828256512 1.4581989244154565
19.161580790395195 10.760103054501453 1.0022231793304175
19.497748874437217 11.043360771129906 0.511819464543145
19.83391695847924 11.295314644075162 -0.011035769406080899
20.170085042521258 11.512891186674626 -0.5640769939826467
20.50625312656328 11.693198202988427 -1.1447632216126793
20.842421210605302 11.833548948924824 -1.7502938442384308
21.178589294647324 11.931484818920008 -2.3776265654747912
21.514757378689342 11.98479637854286 -3.0234972838408276
21.850925462731364 11.991542577426012 -3.6844417692845894
22.187093546773383 11.95006799223605 -4.35681896135365
22.523261630815405 11.859017965849604 -5.036835704993899
22.859429714857423 11.717351526352747 -5.720572729177604
23.19559779889945 11.52435198777448 -6.404011664445978
23.53176588294147 11.279635153442317 -7.083062888065648
23.86793396698349 10.983155062344684 -7.753593979889868
24.20410205102551 10.635207238734779 -8.411458568216542
24.540270135067534 10.236429425244653 -9.052525342963484
24.876438219109552 9.787799799828884 -9.672707013337579
25.212606303151574 9.290632696756456 -10.267988988844326
25.548774387193593 8.74657187145391 -10.83445756593832
25.884942471235615 8.157581368111748 -11.368327407808943
26.22111055527764 7.525934067445175 -11.865968111670043
26.55727863931966 6.8541980097022845 -12.32392966640551
26.89344672336168 6.145220604797092 -12.738966613428637
27.2296148074037 5.402110857182075 -13.108060735044806
27.56578289144572 4.628219747643593 -13.428442107355895
27.901950975487743 3.8271189274953903 -13.697608368691707
28.23811905952976 3.0025778925626656 -13.913342069571822
28.574287143571784 2.158539814807129 -14.073725986154836
28.910455227613802 1.2990962183715626 -14.177156295879005
29.246623311655828 0.4284606941614708 -14.222353531392976
29.58279139569785 -0.44905814720991644 -14.208371246764766
29.91895947973987 -1.329084280240381 -14.134602348190406
30.25512756378189 -2.2072022208757374 -14.000783059843974
30.59129564782391 -3.078985127425007 -13.806994513965504
30.92746373186593 -3.9400228400793385 -13.55366197261828
31.26363181590795 -4.78594965566183 -13.241551706613073
31.59979989994997 -5.6124716384295965 -12.871765574747895
31.935967983991993 -6.415393273482925 -12.445733363606447
32.272136068034015 -7.190643276541882 -11.96520296456384
32.60830415207604 -7.934299382451102 -11.432228480235871
32.94447223611806 -8.642611944677506 -10.849156367261854
33.28064032016008 -9.312026189176999 -10.218609735920511
33.6168084042021 -9.939202978213721 -9.543470939546827
33.95297648824412 -10.521037952906331 -8.826862597955975
34.28914457228614 -11.05467893732443 -8.072127209014774
34.62531265632816 -11.537541501738485 -7.282805511066268
34.96148074037018 -11.967322598004355 -6.462613766059049
35.2976488244122 -12.34201219590339 -5.615420138921066
35.63381690845423 -12.659902865422337 -4.745220352923409
35.969984992496244 -12.919597266306438 -3.8561128034893812
36.306153076538266 -13.120013522614123 -2.9522733141206077
36.64232116058029 -13.260388476307122 -2.0379297178471276
36.97848924462231 -13.340278829991961 -1.1173364458891692
37.31465732866433 -13.359560204656344 -0.19474930208177055
37.65082541270635 -13.318424153494226 0.7255994028890147
37.98699349674837 -13.217373187565506 1.639525189199539
38.32316158079039 -13.057213882980438 2.5429150563576353
38.65932966483241 -12.839048152430095 3.4317502894338427
38.995497748874435 -12.564262776107821 4.30212827932737
39.33166583291646 -12.234517298297177 5.150283223576362
39.66783391695848 -11.851730406063618 5.97260558532322
40.0040020010005 -11.418064915514707 6.765660199905919
40.340170085042516 -10.935911498933711 7.526202931048106
40.67633816908454 -10.407871292700161 8.251195791649499
41.01250625312656 -9.836737531258022 8.93782045761194
41.34867433716858 -9.225476356456696 9.58349011685566
41.684842421210604 -8.577206954364804 10.185859609562263
42.02101050525262 -7.895181173144192 10.742833829605742
42.35717858929465 -7.182762775786188 11.25257437098139
42.69334667333666 -6.4434064804800615 11.713504416698463
43.029514757378685 -5.680636939138381 12.124311880955737
43.365682841420714 -4.89802780119509 12.483950828359363
43.70185092546273 -4.099181005269685 12.791641206372695
44.03801900950475 -3.287706435723998 13.046866939008789
44.374187093546766 -2.4672020745946717 13.249372440904198
44.710355177588795 -1.6412347719447862 13.39915762126625
45.04652326163081 -0.8133217494294713 13.496471456694007
45.38269134567283 0.013087057100488075 13.541804220475353
45.71885942971485 0.8346257197257856 13.53587846360486
46.055027513756876 1.6480280192058367 13.479638849407486
46.3911955977989 2.4501420487773964 13.374240949259395
46.72736368184091 3.2379436563014634 13.221039111445158
47.06353176588294 4.008548671135195 13.021573518669731
47.39969984992496 4.759223873300844 12.777556552149443
47.73586793396698 5.487396673730373 12.490858581547291
48.072036018009 6.1906634854809575 12.163493300310947
48.40820410205102 6.866796776750991 11.797602725241914
48.74437218609304 7.5137508071792665 11.395441977408757
49.08054027013507 8.12966605920045 10.959363958855906
49.41670835417709 8.712872386069044 10.491804036007446
49.752876438219104 9.261890907480769 9.995264836276434
50.08904452226113 9.775434692440806 9.47230125923282
